   13654   6956   257

       1    6435    2767    1116       1       1
       2    1011    6544    2414       2       1
       3    6544    2594    2414       3       1
       4    2562    2767    6435       4       1
       5    6044    2640     857       5       1
       6    5006    3195    1486       6       1
       7    2222    2640    6044       7       1
       8    2060    2963    4386       8       1
       9    4386    2963    1264       9       1
      10    2552    6892     266      10       1
      11    5822    1182    3906      11       1
      12    5823    3907    1183      12       1
      13    5821    3908    1181      13       1
      14    2511    6293    2879      14       1
      15    2035    5822    3906      15       1
      16    2036    3907    5823      16       1
      17    2034    3908    5821      17       1
      18    3038    5003     632      18       1
      19    6892    2280     266      19       1
      20    5648     569    3956      20       1
      21    2132    3195    5006      21       1
      22    5003    2737     632      22       1
      23    5403    3382    2283      23       1
      24     392    3512    4976      24       1
      25     390    3511    4977      25       1
      26     388    3510    4978      26       1
      27     391    4979    3514      27       1
      28    5631    2551    2898      28       1
      29    4935    1017    3096      29       1
      30    5699    2615    2807      30       1
      31    5700    2617    2808      31       1
      32    5197     441    3068      32       1
      33    5198     444    3069      33       1
      34    6293    1580    2879      34       1
      35    2284    5754    4247      35       1
      36    2282    5749    4246      36       1
      37     999    2615    5699      37       1
      38     998    2617    5700      38       1
      39    5128     736    3333      39       1
      40    2275    4239    5746      40       1
      41    2131    4935    3096      41       1
      42    1603    2551    5631      42       1
      43    2285    5755    4005      43       1
      44    2276    3996    5747      44       1
      45    2277    3893    5748      45       1
      46    2511    2879    5787      46       1
      47    5787    2879     936      47       1
      48    2274    3890    5745      48       1
      49    2161    5197    3068      49       1
      50    2162    5198    3069      50       1
      51     900    5403    2283      51       1
      52    5701    3512     392      52       1
      53    5711     391    3514      53       1
      54    5702    3511     390      54       1
      55    5703    3510     388      55       1
      56    5927    2654     854      56       1
      57    5928     855    2655      57       1
      58    2350    2654    5927      58       1
      59    2351    5928    2655      59       1
      60    4370     735    3217      60       1
      61    2074    4370    3217      61       1
      62    6437    2726    2700      62       1
      63    6436    2727    2699      63       1
      64    4494    3011    1307      64       1
      65    2009    3011    4494      65       1
      66    1310    6437    2700      66       1
      67    1311    6436    2699      67       1
      68    4493    1306    3015      68       1
      69    2008    4493    3015      69       1
      70    4492    1305    3018      70       1
      71    2005    4492    3018      71       1
      72    2193    5128    3333      72       1
      73    2399    5648    3956      73       1
      74    5234    3218     261      74       1
      75    5233    3216     259      75       1
      76    6259    4710    1852      76       1
      77    6256    4709    1853      77       1
      78     846    5999    4564      78       1
      79     847    6000    4565      79       1
      80     849    5998    4566      80       1
      81    6842    2656    2434      81       1
      82    6843    2657    2435      82       1
      83    6841    2658    2437      83       1
      84    6840    2659    2436      84       1
      85    1304    2766    5474      85       1
      86     845    4571    5935      86       1
      87     844    4570    5934      87       1
      88     842    4568    5936      88       1
      89     843    4569    5937      89       1
      90    5748    3893     426      90       1
      91    5745    3890     428      91       1
      92    2766    6152    5474      92       1
      93    2248    3218    5234      93       1
      94    5755     422    4005      94       1
      95    2247    3216    5233      95       1
      96    5747    3996     425      96       1
      97    5157    3019     403      97       1
      98    5754     421    4247      98       1
      99    5749     423    4246      99       1
     100    5746    4239     427     100       1
     101    1139    6842    2434     101       1
     102    1140    6843    2435     102       1
     103    6326    4571     845     103       1
     104    6327    4570     844     104       1
     105    6323    4568     842     105       1
     106    6324    4569     843     106       1
     107    1138    6841    2437     107       1
     108    1137    6840    2436     108       1
     109    6325     849    4566     109       1
     110    6321     846    4564     110       1
     111    6322     847    4565     111       1
     112    6335    3418    1210     112       1
     113    4540    3470     369     113       1
     114    2050    3019    5157     114       1
     115    2493    5594    3074     115       1
