         117
    1         3        4         1         2 
    2         4        5         1         2 
    3         5        6         1         2 
    4         6        7         1         2 
    5         7        8         1         2 
    6         8        9         1         2 
    7         4        5         2         3 
    8         5        6         2         3 
    9         6        7         2         3 
   10         7        8         2         3 
   11         8        9         2         3 
   12         9       10         2         3 
   13         5        6         3         4 
   14         6        7         3         4 
   15         7        8         3         4 
   16         8        9         3         4 
   17         9       10         3         4 
   18        10       11         3         4 
   19         6        7         4         5 
   20         7        8         4         5 
   21         8        9         4         5 
   22         9       10         4         5 
   23        10       11         4         5 
   24        11       12         4         5 
   25         7        8         5         6 
   26         8        9         5         6 
   27         9       10         5         6 
   28        10       11         5         6 
   29        11       12         5         6 
   30        12       13         5         6 
   31         8        9         6         7 
   32         9       10         6         7 
   33        10       11         6         7 
   34        11       12         6         7 
   35        12       13         6         7 
   36        13       14         6         7 
   37         9       10         7         8 
   38        10       11         7         8 
   39        11       12         7         8 
   40        12       13         7         8 
   41        13       14         7         8 
   42        14       15         7         8 
   43        10       11         8         9 
   44        11       12         8         9 
   45        12       13         8         9 
   46        13       14         8         9 
   47        14       15         8         9 
   48        15       16         8         9 
   49        11       12         9        10 
   50        12       13         9        10 
   51        13       14         9        10 
   52        14       15         9        10 
   53        15       16         9        10 
   54        16       17         9        10 
   55        12       13        10        11 
   56        13       14        10        11 
   57        14       15        10        11 
   58        15       16        10        11 
   59        16       17        10        11 
   60        17       18        10        11 
   61        13       14        11        12 
   62        14       15        11        12 
   63        15       16        11        12 
   64        16       17        11        12 
   65        17       18        11        12 
   66        18       19        11        12 
   67        14       15        12        13 
   68        15       16        12        13 
   69        16       17        12        13 
   70        17       18        12        13 
   71        18       19        12        13 
   72        19       20        12        13 
   73        15       16        13        14 
   74        16       17        13        14 
   75        17       18        13        14 
   76        18       19        13        14 
   77        19       20        13        14 
   78        20       21        13        14 
   79        16       17        14        15 
   80        17       18        14        15 
   81        18       19        14        15 
   82        19       20        14        15 
   83        20       21        14        15 
   84        21       22        14        15 
   85        17       18        15        16 
   86        18       19        15        16 
   87        19       20        15        16 
   88        20       21        15        16 
   89        21       22        15        16 
   90        22       23        15        16 
   91        18       19        16        17 
   92        19       20        16        17 
   93        20       21        16        17 
   94        21       22        16        17 
   95        22       23        16        17 
   96        23       24        16        17 
   97        19       20        17        18 
   98        20       21        17        18 
   99        21       22        17        18 
  100        22       23        17        18 
  101        23       24        17        18 
  102        24       25        17        18 
  103        20       21        18        19 
  104        21       22        18        19 
  105        22       23        18        19 
  106        23       24        18        19 
  107        24       25        18        19 
  108        21       22        19        20 
  109        22       23        19        20 
  110        23       24        19        20 
  111        24       25        19        20 
  112        22       23        20        21 
  113        23       24        20        21 
  114        24       25        20        21 
  115        23       24        21        22 
  116        24       25        21        22 
  117        24       25        22        23 
