    4204    2160    0

1       357     66      67      1       1
2       359     221     9       2       1
3       9       361     359     3       1
4       361     35      359     4       1
5       35      361     48      5       1
6       222     361     9       6       1
7       49      360     34      7       1
8       49      362     360     8       1
9       8       360     223     9       1
10      362     223     360     10      1
11      360     358     34      11      1
12      358     8       224     12      1
13      358     360     8       13      1
14      175     466     174     14      1
15      352     493     356     15      1
16      494     39      38      16      1
17      501     351     354     17      1
18      524     39      494     18      1
19      25      525     189     19      1
20      351     526     491     20      1
21      352     529     476     21      1
22      70      530     69      22      1
23      551     349     456     23      1
24      225     553     224     24      1
25      189     554     188     25      1
26      547     496     349     26      1
27      187     552     186     27      1
28      553     358     224     28      1
29      493     552     356     29      1
30      357     528     66      30      1
31      531     50      51      31      1
32      553     225     501     32      1
33      354     553     501     33      1
34      554     189     525     34      1
35      554     352     356     35      1
36      352     554     525     36      1
37      55      484     54      37      1
38      484     53      54      38      1
39      493     352     476     39      1
40      40      492     41      40      1
41      524     40      39      41      1
42      40      524     492     42      1
43      553     354     358     43      1
44      169     549     168     44      1
45      172     527     171     45      1
46      528     65      66      46      1
47      7       501     225     47      1
48      501     526     351     48      1
49      356     552     554     49      1
50      524     555     348     50      1
51      555     354     351     51      1
52      524     494     555     52      1
53      355     556     350     53      1
54      362     48      361     54      1
55      362     49      48      55      1
56      222     362     361     56      1
57      362     222     223     57      1
58      349     551     511     58      1
59      186     493     185     59      1
60      186     552     493     60      1
61      657     431     631     61      1
62      658     433     624     62      1
63      432     662     632     63      1
64      326     664     302     64      1
65      672     486     600     65      1
66      677     334     596     66      1
67      694     438     615     67      1
68      363     714     683     68      1
69      477     743     622     69      1
70      488     746     724     70      1
71      747     423     632     71      1
72      748     521     655     72      1
73      748     290     737     73      1
74      425     752     631     74      1
75      478     756     639     75      1
76      332     756     718     76      1
77      291     757     730     77      1
78      757     291     731     78      1
79      418     761     701     79      1
80      325     762     502     80      1
81      764     324     503     81      1
82      389     769     627     82      1
83      769     389     659     83      1
84      770     390     625     84      1
85      390     770     658     85      1
86      343     776     633     86      1
87      780     480     760     87      1
88      784     480     780     88      1
89      786     344     622     89      1
90      471     788     469     90      1
91      789     438     694     91      1
92      468     790     616     92      1
93      289     790     694     93      1
94      792     468     616     94      1
95      520     799     726     95      1
96      803     404     652     96      1
97      520     804     799     97      1
98      522     805     797     98      1
99      805     522     727     99      1
100     294     807     797     100     1
101     808     295     804     101     1
102     523     817     798     102     1
103     817     523     731     103     1
104     820     404     803     104     1
105     822     451     702     105     1
106     824     464     711     106     1
107     824     468     792     107     1
108     825     509     308     108     1
109     825     539     725     109     1
110     512     826     814     110     1
111     444     827     763     111     1
112     479     828     673     112     1
113     327     829     760     113     1
114     830     513     626     114     1
115     836     485     759     115     1
116     837     517     800     116     1
117     837     299     813     117     1
118     838     455     738     118     1
119     518     839     801     119     1
120     298     839     812     120     1
121     840     519     802     121     1
122     840     297     806     122     1
123     843     378     639     123     1
124     454     844     838     124     1
125     338     845     715     125     1
126     345     846     703     126     1
127     327     847     829     127     1
128     539     852     725     128     1
129     326     854     303     129     1
130     855     326     302     130     1
131     432     857     662     131     1
132     857     420     662     132     1
133     300     858     661     133     1
134     859     301     660     134     1
135     860     515     815     135     1
136     860     301     859     136     1
137     516     861     816     137     1
138     300     861     858     138     1
139     864     292     798     139     1
140     864     381     853     140     1
141     329     865     759     141     1
142     474     869     809     142     1
143     519     870     802     143     1
144     294     870     807     144     1
145     871     518     801     145     1
146     871     295     808     146     1
147     517     872     800     147     1
148     297     872     806     148     1
149     873     294     797     149     1
150     406     874     712     150     1
151     875     407     712     151     1
152     876     522     797     152     1
153     876     538     811     153     1
154     877     383     752     154     1
155     454     878     844     155     1
156     520     880     804     156     1
157     540     880     810     157     1
158     447     881     868     158     1
159     883     288     628     159     1
160     884     383     799     160     1
161     885     451     707     161     1
162     74      886     73      162     1
163     439     889     792     163     1
164     292     890     798     164     1
165     890     292     826     165     1
166     891     445     700     166     1
167     891     402     845     167     1
168     539     892     852     168     1
169     892     539     704     169     1
170     473     896     724     170     1
171     896     333     724     171     1
172     897     298     812     172     1
173     897     516     816     173     1
174     299     898     813     174     1
175     515     898     815     175     1
176     384     900     747     176     1
177     541     901     806     177     1
178     901     541     791     178     1
179     902     396     644     179     1
180     902     423     747     180     1
181     394     903     657     181     1
182     421     903     749     182     1
183     904     385     749     183     1
184     338     905     845     184     1
185     908     393     662     185     1
186     908     420     751     186     1
187     420     908     662     187     1
188     328     909     702     188     1
189     909     470     702     189     1
190     909     328     887     190     1
191     910     542     812     191     1
192     542     910     794     192     1
193     459     911     708     193     1
194     543     912     813     194     1
195     912     543     793     195     1
196     914     473     724     196     1
197     386     915     751     197     1
198     916     442     868     198     1
199     384     917     802     199     1
200     918     385     801     200     1
201     490     919     633     201     1
202     919     343     633     202     1
203     386     921     800     203     1
204     922     328     702     204     1
205     451     922     702     205     1
206     328     922     819     206     1
207     923     438     789     207     1
208     924     315     725     208     1
209     925     447     754     209     1
210     504     926     304     210     1
211     543     926     793     211     1
212     927     505     305     212     1
213     927     542     794     213     1
214     928     440     819     214     1
215     928     451     885     215     1
216     425     929     752     216     1
217     398     929     848     217     1
218     325     931     762     218     1
219     932     324     764     219     1
220     541     933     791     220     1
221     386     934     915     221     1
222     934     386     800     222     1
223     936     385     904     223     1
224     385     936     801     224     1
